source	target	search_result
Das Zeitstempelfeld unterstützt eine Auswahl an Ausdrücken für Datum und Zeit. Der folgende Abschnitt beschreibt diese Ausdrücke.	The time stamping field supports a variety of expressions, both for date and time. The following section describes these expressions.	The Time and Date section lets you set options relating to time and date:
Diese Ausdrücke werden für das Datum verwendet:	These expressions may be used for the date:	Date =
Der Tag als Nummer ohne führende Null (1-31)	the day as number without a leading zero (1-31)	The day as number without a leading zero (1-31).
Der Tag als Nummer mit einer führenden Null (01-31)	the day as number with a leading zero (01-31)	The day as number with a leading zero (01-31).
Der abgekürzte, lokale Tagesname (z. B.‚ Mon‘ ..‚ Son‘)	the abbreviated localized day name (e. g. 'Mon'.. 'Sun ')	The abbreviated localized day name (e. g. 'Mon'.. 'Sun ').
Der lange, lokale Tagesname (z. B.‚ Montag‘ ..‚ Sonntag‘)	the long localized day name (e. g. 'Monday'.. 'Sunday ')	The long localized day name (e. g. 'Monday'.. 'Sunday ').
Der Monat als Nummer ohne führende Null (1-12)	the month as number without a leading zero (1-12)	The month as number without a leading zero (1-12).
Der Monat als Nummer mit einer führenden Null (01-12)	the month as number with a leading zero (01-12)	The month as number with a leading zero (01-12).
Der abgekürzte, lokale Monatsname (z. B.‚ Jan‘ ..‚ Dez‘)	the abbreviated localized month name (e. g. 'Jan'.. 'Dec ')	The abbreviated localized month name (e. g. 'Jan'.. 'Dec ').
Der lange, lokale Monatsname (z. B.‚ Januar‘ ..‚ Dezember‘)	the long localized month name (e. g. 'January'.. 'December ')	The abbreviated localized month name (e. g. 'Jan'.. 'Dec ').
Das Jahr als zweistellige Nummer (00-99)	the year as two digit number (00-99)	The year as two digit number (00-99).
Das Jahr als vierstellige Nummer (1752-8000)	the year as four digit number (1752-8000)	The year as four digit number (1752-8000).
Diese Ausdrücke werden für die Zeit verwendet:	These expressions may be used for the time:	Time:
Die Stunde ohne einer führenden Null (0..23 oder 1..12 bei Anzeige von AM/PM)	the hour without a leading zero (0..23 or 1..12 if AM/ PM display)	The hour without a leading zero (0..23 or 1..12 if AM/ PM display).
Die Stunde mit einer führenden Null (00..23 oder 01..12 bei Anzeige von AM/PM)	the hour with a leading zero (00..23 or 01..12 if AM/ PM display)	The hour without a leading zero (0..23 or 1..12 if AM/ PM display).
Die Minute ohne einer führenden Null (0..59)	the minute without a leading zero (0..59)	The minute without a leading zero (0..59).
Die Minute mit einer führenden Null (00..59)	the minute with a leading zero (00..59)	The minute without a leading zero (0..59).
Die Sekunde ohne führende Null (0..59)	the second without a leading zero (0..59)	The minute without a leading zero (0..59).
Die Sekunde mit einer führenden Null (00..59)	the second with a leading zero (00..59)	The minute without a leading zero (0..59).
Die Millisekunden ohne führende Nullen (0..999)	the milliseconds without leading zeroes (0..999)	The milliseconds without leading zeroes (0..999).
Die Millisekunden mit führenden Nullen (000..999)	the milliseconds with leading zeroes (000..999)	The milliseconds with leading zeroes (000..999).
AM/PM anzeigen .„ AP“ wird durch„ AM“ oder„ PM“ ersetzt	"use AM/ PM display. AP will be replaced by either ""AM"" or ""PM"""	"Use AM/ PM display. AP will be replaced by either ""AM"" or ""PM""."
am/pm anzeigen.„ ap“ wird durch„ am“ oder„ pm“ ersetztWhere the text came from	"use am/ pm display. ap will be replaced by either ""am"" or ""pm"""	"Use am/ pm display. ap will be replaced by either ""am"" or ""pm""."
Fehler beim Umbenennen Es wurden keine Dateien umbenannt.	Renaming process error No files have been renamed	While trying to make a backup, renaming failed. Filenames:
Fehler beim Umbenennen der Datei„ %1“ Ein Wiederherstellungsskript mit dem Namen„ gwenrename.restore“ wurde im Arbeitsordner erstellt.	"Error renaming file ""%1"" A restore script named ""gwenrename. restore"" has been written in the working directory"	Error while trying to rename folder %1
Symbol wurde nicht gefunden Das Programm kann ein Symbol nicht finden, welches zur Ausführung notwendig ist. Bitte prüfen Sie die Installation.	Icon not found. The program could not find an icon necessary for its execution. Please check your installation.	Could not find the solution file %1. Please check your installation.
Symbole wurden nicht gefunden Das Programm kann einige Symbole nicht finden, welche zur Ausführung notwendig sind. Bitte prüfen Sie die Installation.	Icons not found. The program could not find some icons that are necessary for its execution. Please check your installation.	Could not find the solution file %1. Please check your installation.
Ein Profil namens„ %1“ existiert bereits. Bitte wählen Sie einen anderen Namen für das Profil.	"A profile named ""%1"" already exists. Please select a different name for this profile"	The profile name %1 already exists in the set of profiles. Please choose a unique one.
Das Element %1 hat den falschen Typ.	Item %1 is of the wrong type.	Missing element: %1.
Das Element %1 ist nicht änderbar	Item %1 is not writable	Unable to open '%1 '
Das Element %1 existiert nicht mehr	Item %1 no longer exists	%1 does not exist
Die folgenden Probleme sind aufgetreten:	The following problems occurred:	Problems:
Elemente in dieser Liste können nicht umbenannt werden.	Items present in this list will not be available for renaming.	This article cannot be edited.
Datei öffnen mit	Open file with	File Open With
Listen-Verwaltung	List management	Info List View
Zur Liste hinzufügen	Add to list	& Add to list
Liste umkehren	Invert list	Transfer List
Liste aus Auswahl erzeugen	Create list from selection	Create From Selection
Auswahl-Verwaltung	Selection management	selection
Alle Elemente des gewählten Typs	All items of selected type	All Selected Items
Aktuelle Auswahl umkehren	Invert current selection	Current selection
Auswahl aus der Liste erzeugen	Create selection from list	Create From Selection
Elemente, die ein Suchmuster enthalten	Items containing a string	& quot; Searchesquot; View
Keine Änderungen	No Changes	No Changes
Ausdehnung	Expanding	Length
Minimale Ausdehnung	Minimum Expanding	Minimum Size
Waagerechter Größentyp	Horizontal Size Type	Vert. Size Type
Waagerecht vergrößern	Size Horizontal	View Fit Width
Waagerecht teilen	Split Horizontal	Buon Ma Thuot
(C) 2008 Die KConfigEditor-Entwickler (C) 2004 Zack Rusin	(C) 2008 The KConfigEditor-Developers (C) 2004 Zack Rusin	Zack Rusin (zack at kde org): Core developer
kconfigeditor@kde.org	kconfigeditor@kde. org	KDE Control Center Editor
Alle Spalten	All Columns	All slides
KSqueezedTextLabel	KSqueezedTextLabel	KSqueezedTextLabel
CPU-Strategie zu Frequenz-Staffelung	CPU frequency scaling policy	CPU frequency scaling policy
Akkuüberwachung einrichten	Configure Battery Monitor	Enabling Alarm Monitoring
Prozentualen & Ladestand des Akkus anzeigen	Show the percentage of & charge on the battery	Show the percentage of & charge on the battery
Oxygen-Design	Oxygen theme	Oxygen-Air
Power Manager	Power Manager	Power Manager
Beim Wiedereinschalten Bildschirm sperren	Lock screen on resume	& Restart Computer
Mit diesem Schieberegler kontrollieren Sie die Helligkeit des Bildschirms, wenn das System mit Netzsspannung versorgt wird.	With this slider you can set the brightness when the system is plugged into the socket outlet	With this slider you can set the brightness when the system is plugged into the socket outlet
Wenn System länger untätig als	Turn off display if idle for more than	When the system is idle for more than
Um Datenverlust oder anderen Beschädigungen vorzubeugen, können Sie Ihr System in den Ruhezustand fahren, so dass Sie nicht über die Batterielaufzeit laufen. Stellen Sie unten die Minuten ein, zu denen die eingestellten Aktionen ausgeführt werden.	To prevent data loss or other damage, you can have the system suspend or hibernate, so you do not accidentally run out of battery power. Configure the number of minutes below which the machine will run the configured action.	To prevent data loss or other damage, you can have the system suspend or hibernate, so you do not run accidentally out of battery power. Configure the number of minutes below which the machine will run the configured action.
Wenn Notebook-Deckel geschlossen ist	When Laptop Lid Closed	When Laptop Lid Closed
Ruhezustand im RAM	Suspend to Memory	Suspend To RAM
Im Ruhezustand braucht das System nur sehr wenig Energie	Suspend is a sleep state, the system will consume only very little energy when suspended	System May Be Slower Than Usual
Ruhezustand auf Datenträger	Suspend to Disk	Status on Disk
Hibernate	Hibernate	Hibernate
Rechner herunterfahren	Halt the machine	Wir [besitzen einen] Computer
Dieser Schieberegler kontrolliert die Helligkeit im Batteriebetrieb	This slider controls the brightness when the system runs on batteries	Battery Monitor
Bei kritischem Akku-Ladestand	When battery remaining is critical	Battery at critical level
Benutzerskripte & verwalten...	& Manage User Scripts...	Manage & Sieve Scripts...
Neues Skript & erstellen...	& Create A New Script...	Create New & Entry...
& Neue Skripte holen...	Get & New Scripts...	& New Text File...
& Symbol in der Statusleiste anzeigen...	& Show icon in status bar...	& Change Status...
Verwaltung der Benutzerskripte für Konqueror	Konqueror User Scripts Manager	Shell Command Plugin for Konqueror
Unterstützung für Benutzerskripte (GreaseMonkey) in Konqueror	Konqueror Greasemonkey Userscripts Support	Remote Encoding Plugin for Konqueror
Benutzerskripte verwalten	Manage User Scripts	User Scripts
Eingeschlossene Seiten	Included Pages	Single Page
Ausgeschlossene SeitenNAME OF TRANSLATORS	Excluded Pages	_: NAME OF TRANSLATORS Your names
KHTML Installation von Benutzerskripten	KHTML Userscript Installer	KHTMLSettings
Mathieu Ducharme	Mathieu Ducharme	Mathieu Dupuy
Hauptentwickler und Betreuer	Main developer and maintainer	Main developer and coordinator
v.	v.	V
Alternativen	Alternatives	Alternative
Die Wahl zwischen mehreren Alternativen wird zurzeit noch nicht unterstützt.	Selecting several alternatives is currently not supported.	There are no templates available yet.
Auswahl ungültig	Selection Invalid	No Option Selected
- Ein Buchstabe	- A word character	& Spelling...
- Kein Buchstabe	- A non-word character	- no module
- Eine Ziffer	- A digit character	- %1
- Keine Ziffer	- A non-digit character	- no module
- Ein Leerzeichen	- A space character	--warningyesno
- Kein Leerzeichen	- A non-space character	- no module
Beliebiges Zeichen außer	Any Character Except	Thumbnail Aside
Eines der folgenden Zeichen	One of Following Characters	Next:
Zeichen angeben	Specify Characters	Sign Messages
Die angegebenen Zeichen sollen nicht übereinstimmen	Do not match the characters specified here	Do not specify an encoding
Vordefinierte Zeichenbereiche	Predefined Character Ranges	Predefined Gradients
Ein Buchstabe	A word character	alphabet
Eine Ziffer	A digit character	One liners
Ein Leerzeichen	A space character	Signer:
Kein Buchstabe	A non-word character	No fonts
Kein Leerzeichen	A non-space character	No Indentation
Einzelne Zeichen	Single Characters	Sign only
Weitere Einträge	More Entries	Addition:
Zeichenbereiche	Character Ranges	Editing Area
Von:end of range	From:	End of line:
Normales Zeichen	Normal Character	Normal Text
Unicode-Zeichen in Hexadezimal-Schreibweise	Unicode Char in Hex.	Hexadecimal encoding
Unicode-Zeichen in Oktalschreibweise	Unicode Char in Oct.	Unicode
Das Alarmzeichen (\\a)	The Bell Character (\\a)	Alarm Text
Das Zeichen für Seitenvorschub (\\f)	The Form Feed Character (\\f)	\\f
Das Zeichen für Zeilenvorschub (\)	The Line Feed Character (\)	Sign/ Encrypt (delete markup)
Das Zeichen für Wagenrücklauf (\\r)	The Carriage Return Character (\\r)	"Windows (""\\r\"")"
Das Zeichen für den horizontalen Tabulator (\\t)	The Horizontal Tab Character (\\t)	Tabular* - \\begin{tabular*}
Das Zeichen für den vertikalen Tabulator (\\v)	The Vertical Tab Character (\\v)	Vertical Line - \\vline
& Automatisch durch diesen Eintrag ersetzen	& Automatically replace using this item	& Bookmark This Link
Wenn der Inhalt dieses Feldes in die Eingabezeile für ASCII-Text eingegeben wird, so wird dieser mit dem Inhalt des Feldes umgeben, falls das Ankreuzfeld ausgewählt ist.	When the content of this box is typed in to the ASCII line, this box will automatically be added around it, if this check box is selected.	Into the edit field of the Text-to-Speech tab you enter the command for calling the speech synthesizer. With the combo box below the edit field you specify the character encoding that is used for passing the text to the speech synthesizer.
